URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,SchoolCapacity,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Trusts (name),FederationFlag (name),Federations (name),UKPRN,GOR (name),UrbanRural (name),GSSLACode (name),Easting,Northing,UPRN
122203,929,Northumberland,2142,Hexham First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,150,125,74,51,20.5,,Not under a federation,,10080094,North East,(England/Wales) Urban city and town,E06000057,394408,563638,1.00E+11
122210,929,Northumberland,2185,Morpeth First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,300,346,155,191,6.3,,Not under a federation,,10080093,North East,(England/Wales) Urban city and town,E06000057,420116,584555,10094522592
122214,929,Northumberland,2207,Seahouses Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,150,90,46,44,11.1,,Not under a federation,,10074792,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,421562,631560,10014491304
122215,929,Northumberland,2209,Otterburn Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,75,41,22,19,2.4,,Not under a federation,,10080091,North East,(England/Wales) Rural village in a sparse setting,E06000057,387470,593760,10000020287
122216,929,Northumberland,2212,Pegswood Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,216,171,75,96,28.7,,Not under a federation,,10072493,North East,(England/Wales) Rural town and fringe,E06000057,422735,587691,1.00E+11
122221,929,Northumberland,2224,Rothbury First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,126,94,47,47,12.2,,Not under a federation,,10080088,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,405801,601948,10001019009
122222,929,Northumberland,2227,Beaufront First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,75,71,37,34,1.4,,Not under a federation,,10080087,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,395782,566384,
122223,929,Northumberland,2228,Seaton Delaval First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,216,218,117,101,27.7,,Not under a federation,,10080086,North East,(England/Wales) Rural town and fringe,E06000057,429922,575241,10014491076
122224,929,Northumberland,2229,New Hartley First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,176,156,94,62,12.8,,Not under a federation,,10080085,North East,(England/Wales) Rural town and fringe,E06000057,430563,576768,1.00E+11
122225,929,Northumberland,2232,Seghill First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,150,115,64,51,34.1,,Not under a federation,,10080084,North East,(England/Wales) Rural town and fringe,E06000057,428603,574412,10090298179
122226,929,Northumberland,2234,Greenhaugh Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,40,25,14,11,0,,Not under a federation,,10080083,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,379417,587432,2.00E+11
122227,929,Northumberland,2236,Slaley First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,63,53,26,27,1.9,,Not under a federation,,10080082,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,397620,557784,2.00E+11
122228,929,Northumberland,2239,Stannington First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,145,114,57,57,0.9,,Not under a federation,,10080081,North East,(England/Wales) Rural village,E06000057,420961,579491,2920004728
122232,929,Northumberland,2246,Cambo First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,40,48,26,22,6.3,,Not under a federation,,10080080,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,402411,585856,2920008027
122233,929,Northumberland,2254,Kielder Primary School and Nursery,Community school,Local authority maintained schools,Open,,,Primary,2,11,75,10,7,3,20,,Not under a federation,,10080079,North East,(England/Wales) Rural village in a sparse setting,E06000057,363240,593225,10000020315
122234,929,Northumberland,2268,Seaton Sluice First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,152,178,100,78,6.6,,Not under a federation,,10078833,North East,(England/Wales) Rural town and fringe,E06000057,433837,576132,1.00E+11
122236,929,Northumberland,2277,Wooler First School,Community school,Local authority maintained schools,Open,,,Primary,2,9,135,115,56,59,11.3,,Not under a federation,,10078831,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,399807,627900,1.00E+11
122238,929,Northumberland,2281,Shilbottle Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,151,129,66,63,18.1,,Not under a federation,,10074791,North East,(England/Wales) Rural town and fringe,E06000057,420447,608448,10001020199
122239,929,Northumberland,2291,Bothal Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,650,689,338,351,14.3,The Ashington Learning Partnership Trust,Supported by a federation,Ashington Learning Partnership,10069620,North East,(England/Wales) Urban city and town,E06000057,426441,587536,10012420001
122240,929,Northumberland,2293,Swarland Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,120,84,37,47,2.4,,Not under a federation,,10074790,North East,(England/Wales) Rural village in a sparse setting,E06000057,416404,603956,
122242,929,Northumberland,2299,The Sele First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,420,441,243,198,6.1,,Not under a federation,,10078829,North East,(England/Wales) Urban city and town,E06000057,393281,564217,1.00E+11
122243,929,Northumberland,2323,Mowbray Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,320,278,136,142,32,,Not under a federation,,10072492,North East,(England/Wales) Rural town and fringe,E06000057,425867,585381,1.00E+11
122244,929,Northumberland,2325,Belford Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,187,79,45,34,11.4,,Not under a federation,,10078828,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,410541,633734,10034179165
122247,929,Northumberland,2370,Ringway Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,210,181,80,101,17.1,,Not under a federation,,10074789,North East,(England/Wales) Rural town and fringe,E06000057,425942,585990,1.00E+11
122248,929,Northumberland,2372,Scremerston First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,90,65,34,31,26.2,,Not under a federation,,10078826,North East,(England/Wales) Rural village in a sparse setting,E06000057,400505,649276,10014491154
122254,929,Northumberland,2397,Horton Grange Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,630,479,233,246,33.6,,Not under a federation,,10077642,North East,(England/Wales) Urban city and town,E06000057,428644,581593,1.00E+11
122258,929,Northumberland,2407,New Delaval Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,315,247,133,114,39.9,,Not under a federation,,10077641,North East,(England/Wales) Urban city and town,E06000057,429625,579794,1.00E+11
122261,929,Northumberland,2415,Newsham Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,457,450,230,220,31.1,,Not under a federation,,10072491,North East,(England/Wales) Urban city and town,E06000057,430139,580047,1.00E+11
122264,929,Northumberland,2525,Hipsburn Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,150,97,47,50,1,,Not under a federation,,10072490,North East,(England/Wales) Rural village in a sparse setting,E06000057,423787,611105,10001015827
122266,929,Northumberland,2527,Burnside Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,498,435,212,223,3.3,,Not under a federation,,10072489,North East,(England/Wales) Urban major conurbation,E06000057,426758,577981,10090298179
122268,929,Northumberland,2529,Hareside Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,420,429,229,200,15.2,,Not under a federation,,10072488,North East,(England/Wales) Urban major conurbation,E06000057,426340,576280,2.00E+11
122269,929,Northumberland,2530,Cramlington Northburn Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,367,340,185,155,4.1,,Not under a federation,,10072487,North East,(England/Wales) Urban major conurbation,E06000057,426384,578233,1.00E+11
122271,929,Northumberland,3046,Berwick St Mary's Church of England First School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,3,9,150,114,54,60,21.6,,Not under a federation,,10078825,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399166,654722,1.00E+11
122272,929,Northumberland,3065,Chollerton Church of England Aided First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,9,50,34,19,15,5.9,,Not under a federation,,10078824,North East,(England/Wales) Rural village in a sparse setting,E06000057,391659,573358,10000020510
122273,929,Northumberland,3095,Felton Church of England Primary School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,3,11,105,100,57,43,0,,Not under a federation,,10072007,North East,(England/Wales) Rural village,E06000057,418472,600781,1.00E+11
122276,929,Northumberland,3135,Henshaw Church of England Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,75,64,34,30,15.6,,Supported by a federation,West Tyne Federation,10077946,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,376481,564340,10000843932
122277,929,Northumberland,3173,Longhoughton Church of England Primary School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,3,11,210,110,57,53,3.6,,Not under a federation,,10072006,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,424473,615301,1.00E+11
122279,929,Northumberland,3264,Whittingham Church of England Primary School,Voluntary controlled school,Local authority maintained schools,Open,,,Primary,3,11,105,107,54,53,6.1,,Not under a federation,,10072005,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,406638,611901,10001015618
122280,929,Northumberland,3312,St Michael's Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,2,11,210,131,71,60,22.6,,Not under a federation,,10072004,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,418219,613341,1.00E+11
122281,929,Northumberland,3333,Bedlington Whitley Memorial Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,300,286,133,153,27.5,,Not under a federation,,10078822,North East,(England/Wales) Urban city and town,E06000057,426261,581877,10012422938
122282,929,Northumberland,3346,Holy Trinity Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,150,169,83,86,5.7,,Not under a federation,,10078821,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399596,653494,10034173118
122283,929,Northumberland,3347,Longhorsley St Helen's Church of England Aided First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,87,108,47,61,5.6,,Supported by a federation,Federation of Longhorsley and Whalton C of E Schools,10078820,North East,(England/Wales) Rural village,E06000057,414774,594532,2920005054
122284,929,Northumberland,3349,Greenhead Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,60,55,30,25,16.4,,Supported by a federation,West Tyne Federation,10077945,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,366040,565245,2.00E+11
122285,929,Northumberland,3355,Broomhaugh Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,5,9,75,65,34,31,0,,Not under a federation,,10078819,North East,(England/Wales) Rural village,E06000057,401790,561256,2.00E+11
122287,929,Northumberland,3367,Corbridge Church of England Aided First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,150,156,94,62,8.4,,Not under a federation,,10078818,North East,(England/Wales) Rural town and fringe,E06000057,399366,564769,1.00E+11
122289,929,Northumberland,3403,Ellingham Church of England Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,105,59,38,21,10.2,,Not under a federation,,10077944,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,417607,625333,10034179746
122290,929,Northumberland,3408,Embleton Vincent Edwards Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,84,50,27,23,14,,Not under a federation,,10072003,North East,(England/Wales) Rural village in a sparse setting,E06000057,423115,622695,10001015318
122291,929,Northumberland,3411,Hugh Joicey Church of England First School Ford,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,9,75,52,25,27,7.7,,Not under a federation,,10078817,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,394792,637460,10034174069
122293,929,Northumberland,3443,Whitley Chapel Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,50,33,19,14,9.1,,Not under a federation,,10078816,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,392765,557826,10000020457
122294,929,Northumberland,3447,Holy Island Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,25,1,0,1,0,,Supported by a federation,Lowick and Holy Island Church of England First Schools,10078815,North East,(England/Wales) Rural village in a sparse setting,E06000057,412476,642007,10014491066
122295,929,Northumberland,3454,Humshaugh Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,60,41,22,19,14.6,,Not under a federation,,10078814,North East,(England/Wales) Rural village in a sparse setting,E06000057,391952,571038,10000020428
122297,929,Northumberland,3487,Morpeth All Saints Church of England Aided First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,225,236,129,107,6.8,,Not under a federation,,10078813,North East,(England/Wales) Urban city and town,E06000057,418756,586672,2920002222
122298,929,Northumberland,3492,Newbrough Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,107,82,37,45,6.9,,Not under a federation,,10072002,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,388069,567810,10000020267
122299,929,Northumberland,3542,Tritlington Church of England First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,60,43,24,19,8.3,,Not under a federation,,10078812,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,418887,592368,2920004858
122300,929,Northumberland,3548,Wark Church of England Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,75,34,16,18,11.8,,Not under a federation,,10078811,North East,(England/Wales) Rural village in a sparse setting,E06000057,386098,576820,2.00E+11
122302,929,Northumberland,3560,Whalton Church of England Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,70,46,22,24,4.3,,Supported by a federation,Federation of Longhorsley and Whalton C of E Schools,10077943,North East,(England/Wales) Rural hamlet and isolated dwellings,E06000057,413051,581243,2920008610
122307,929,Northumberland,3726,St Aidan's Roman Catholic Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,3,11,210,261,133,128,12.7,,Not under a federation,,10080302,North East,(England/Wales) Urban city and town,E06000057,428667,587193,2.00E+11
122309,929,Northumberland,3746,St Cuthbert's Roman Catholic Voluntary Aided First School Berwick,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,9,90,89,37,52,12.7,,Not under a federation,,10078810,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399371,652516,1.00E+11
122312,929,Northumberland,3888,St Robert's Roman Catholic Voluntary Aided First School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,9,150,138,60,78,6.5,,Not under a federation,,10078808,North East,(England/Wales) Urban city and town,E06000057,419671,585998,1.00E+11
122326,929,Northumberland,4079,Corbridge Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,360,362,197,165,5,,Not under a federation,,10018644,North East,(England/Wales) Rural town and fringe,E06000057,398675,565002,1.00E+11
122328,929,Northumberland,4130,Haydon Bridge Community High School and Sports College,Foundation school,Local authority maintained schools,Open,01/01/1900,,Secondary,11,18,904,405,182,223,15,,Not under a federation,,10002946,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,383917,564562,1.00E+11
122334,929,Northumberland,4161,Seaton Sluice Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,340,336,186,150,19.3,,Supported by a federation,Seaton Valley Federation,10018785,North East,(England/Wales) Rural town and fringe,E06000057,432780,577323,1.00E+11
122335,929,Northumberland,4162,Whytrig Community Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,360,232,116,116,22.4,,Supported by a federation,Seaton Valley Federation,10018587,North East,(England/Wales) Rural town and fringe,E06000057,430505,575092,1.00E+11
122348,929,Northumberland,4332,Tweedmouth Community Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,439,315,139,176,21.9,,Supported by a federation,The Three Bridges Federation,10018472,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399692,651524,1.00E+11
122350,929,Northumberland,4361,Bellingham Middle School and Sports College,Foundation school,Local authority maintained schools,Open,01/01/1900,,Middle deemed secondary,9,13,240,86,42,44,14,,Supported by a federation,The Bellingham Federation,10007895,North East,(England/Wales) Rural village in a sparse setting,E06000057,384365,583118,1.00E+11
122352,929,Northumberland,4370,Glendale Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,256,120,65,55,17.5,,Not under a federation,,10008925,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,399599,627857,1.00E+11
122354,929,Northumberland,4404,Berwick Middle School,Community school,Local authority maintained schools,Open,,,Middle deemed secondary,9,13,456,330,178,152,14.8,,Supported by a federation,The Three Bridges Federation,10018760,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399690,653628,10034172971
122362,929,Northumberland,4438,The Duchess's Community High School,Community school,Local authority maintained schools,Open,,,Secondary,11,18,1651,1432,723,709,10.8,,Not under a federation,,10006656,North East,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,E06000057,419234,611616,10091603645
122363,929,Northumberland,4439,James Calvert Spence College,Community school,Local authority maintained schools,Open,,,Secondary,9,18,1049,740,367,373,25.6,,Not under a federation,,10001685,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,425831,603775,1.00E+11
122374,929,Northumberland,5400,Astley Community High School,Community school,Local authority maintained schools,Open,,,Secondary,13,18,821,559,289,270,20.7,,Supported by a federation,Seaton Valley Federation,10000438,North East,(England/Wales) Rural town and fringe,E06000057,430433,575085,1.00E+11
122382,929,Northumberland,7003,Cleaswell Hill School,Community special school,Special schools,Open,,,Not applicable,2,19,187,187,144,43,36.3,,Not under a federation,,10015224,North East,(England/Wales) Rural town and fringe,E06000057,425735,585397,10012422871
122383,929,Northumberland,7006,Cramlington Hillcrest School,Community special school,Special schools,Open,,,Not applicable,11,18,101,93,75,18,59.1,,Not under a federation,,10015479,North East,(England/Wales) Urban major conurbation,E06000057,426875,576862,1.00E+11
122384,929,Northumberland,7010,Barndale House School,Community special school,Special schools,Open,,,Not applicable,2,19,50,37,22,15,41.9,,Not under a federation,,10017107,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,418250,613412,1.00E+11
122385,929,Northumberland,7012,The Grove Special School,Community special school,Special schools,Open,,,Not applicable,2,19,46,46,37,9,21.4,,Not under a federation,,10017205,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399221,651516,1.00E+11
122388,929,Northumberland,7021,The Dales School,Community special school,Special schools,Open,,,Not applicable,2,11,150,141,104,37,51.1,,Not under a federation,,10077065,North East,(England/Wales) Urban city and town,E06000057,428748,581631,1.00E+11
122389,929,Northumberland,7022,Collingwood School & Media Arts College,Community special school,Special schools,Open,,,Not applicable,2,19,,163,112,51,40.1,,Not under a federation,,10018134,North East,(England/Wales) Urban city and town,E06000057,420945,585042,2920003828
123350,840,County Durham,3519,Silver Tree Primary School and Nursery,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,3,11,210,180,104,76,41.7,,Not under a federation,,10075601,North East,(England/Wales) Rural town and fringe,E06000047,423021,542569,1.00E+11
129823,840,County Durham,3520,Seaview Primary School,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,3,11,315,346,172,174,53,,Not under a federation,,10075322,North East,(England/Wales) Urban city and town,E06000047,441356,548900,1.00E+11
130256,808,Stockton-on-Tees,2362,Ingleby Mill Primary School,Community school,Local authority maintained schools,Open,01/09/1995,,Primary,3,11,600,623,335,288,5.5,,Not under a federation,,10075318,North East,(England/Wales) Urban city and town,E06000004,445010,512553,10009301154
130312,840,County Durham,2748,Finchale Primary School,Community school,Local authority maintained schools,Open,01/01/1996,,Primary,4,11,210,211,103,108,4.7,,Not under a federation,,10075589,North East,(England/Wales) Urban city and town,E06000047,428202,545370,1.00E+11
130378,808,Stockton-on-Tees,2371,Mandale Mill Primary School,Community school,Local authority maintained schools,Open,01/01/1996,,Primary,3,11,348,327,187,140,43.6,,Not under a federation,,10078210,North East,(England/Wales) Urban city and town,E06000004,445435,517421,1.00E+11
130940,840,County Durham,2751,Framwellgate Moor Primary School,Community school,Local authority maintained schools,Open,01/09/1996,,Primary,2,11,255,341,148,193,17.4,,Not under a federation,,10071071,North East,(England/Wales) Urban city and town,E06000047,426647,544704,1.00E+11
130942,390,Gateshead,7008,Hill Top School,Community special school,Special schools,Open,01/09/1997,,Not applicable,11,19,120,120,83,37,42.2,,Supported by a federation,Dryden & Hill Top Learning Federation,10015770,North East,(England/Wales) Urban major conurbation,E08000037,428423,559757,2.00E+11
130946,840,County Durham,2750,King Street Primary School,Community school,Local authority maintained schools,Open,01/09/1996,,Primary,3,11,240,201,105,96,27.9,,Not under a federation,,10075290,North East,(England/Wales) Urban city and town,E06000047,425838,534224,1.00E+11
131021,929,Northumberland,2531,Central Primary School,Foundation school,Local authority maintained schools,Open,01/09/1996,,Primary,2,11,1036,785,380,405,41.3,The Ashington Learning Partnership Trust,Supported by a federation,Ashington Learning Partnership,10071067,North East,(England/Wales) Urban city and town,E06000057,427711,587441,1.00E+11
131036,394,Sunderland,2182,Albany Village Primary School,Community school,Local authority maintained schools,Open,01/09/1996,,Primary,3,11,210,229,119,110,37.2,,Not under a federation,,10075277,North East,(England/Wales) Urban major conurbation,E08000024,429991,557185,45068442
131077,390,Gateshead,2238,Harlow Green Community Primary School,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,3,11,420,421,194,227,20.7,,Not under a federation,,10075273,North East,(England/Wales) Urban major conurbation,E08000037,426298,558725,10070836416
131081,390,Gateshead,2239,Rowlands Gill Community Primary School,Community school,Local authority maintained schools,Open,01/09/2006,,Primary,3,11,420,234,112,122,19.6,,Not under a federation,,10078201,North East,(England/Wales) Rural town and fringe,E08000037,416576,559133,10022990151
131106,390,Gateshead,2234,Kells Lane Primary School,Community school,Local authority maintained schools,Open,01/09/1997,,Primary,3,11,446,429,212,217,4.8,,Not under a federation,,10075562,North East,(England/Wales) Urban major conurbation,E08000037,425930,560273,10022989494
131107,390,Gateshead,2235,Chopwell Primary School,Community school,Local authority maintained schools,Open,01/09/1997,,Primary,2,11,290,236,124,112,32.5,,Not under a federation,,10069493,North East,(England/Wales) Rural town and fringe,E08000037,411790,558135,10022996483
131168,840,County Durham,3213,Lanchester Endowed Parochial Primary School,Voluntary controlled school,Local authority maintained schools,Open,01/09/1998,,Primary,3,11,262,429,229,200,9.9,,Not under a federation,,10080475,North East,(England/Wales) Rural town and fringe,E06000047,416456,547687,1.00E+11
131200,390,Gateshead,7009,Dryden School,Community special school,Special schools,Open,01/09/1997,,Not applicable,11,18,,43,30,13,33.3,,Supported by a federation,Dryden & Hill Top Learning Federation,10015459,North East,(England/Wales) Urban major conurbation,E08000037,426026,560997,2.00E+11
131203,391,Newcastle upon Tyne,2033,West Jesmond Primary School,Foundation school,Local authority maintained schools,Open,01/04/1997,,Primary,4,11,630,623,319,304,9,,Not under a federation,,10075559,North East,(England/Wales) Urban major conurbation,E08000021,425136,566349,4510701546
131213,390,Gateshead,7007,Gibside School,Community special school,Special schools,Open,01/09/1997,,Not applicable,2,11,170,158,117,41,44.6,,Not under a federation,,10078190,North East,(England/Wales) Urban major conurbation,E08000037,425605,561744,10093490486
131221,929,Northumberland,3922,Lowick Church of England Voluntary Controlled First School,Voluntary controlled school,Local authority maintained schools,Open,01/04/2006,,Primary,2,9,50,45,26,19,5.9,,Supported by a federation,Lowick and Holy Island Church of England First Schools,10080744,North East,(England/Wales) Rural village in a sparse setting,E06000057,401555,639679,1.00E+11
131233,840,County Durham,2943,Newker Primary School,Community school,Local authority maintained schools,Open,01/09/1998,,Primary,3,11,520,441,225,216,17.3,,Not under a federation,,10075258,North East,(England/Wales) Urban major conurbation,E06000047,426933,550825,1.00E+11
131251,808,Stockton-on-Tees,3396,Holy Trinity Rosehill CofE Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,01/04/2006,,Primary,3,11,460,415,216,199,7.5,,Not under a federation,,10080473,North East,(England/Wales) Urban city and town,E06000004,441581,518476,1.00E+11
131294,805,Hartlepool,1100,The Horizon School Hartlepool,Pupil referral unit,Local authority maintained schools,Open,01/06/1997,,Not applicable,11,16,,27,21,6,77.8,,Not applicable,,10016921,North East,(England/Wales) Urban city and town,E06000001,449246,530423,10090072526
131409,808,Stockton-on-Tees,2000,Oakdene Primary School,Community school,Local authority maintained schools,Open,01/01/1998,,Primary,3,11,254,318,153,165,36.2,,Not under a federation,,10075251,North East,(England/Wales) Urban city and town,E06000004,446711,524847,10009305300
131425,806,Middlesbrough,7000,Priory Woods School,Community special school,Special schools,Open,,,Not applicable,4,19,195,190,117,73,48.4,,Not under a federation,,10017523,North East,(England/Wales) Urban city and town,E06000002,453477,518059,1.00E+11
131457,807,Redcar and Cleveland,2000,Highcliffe Primary School,Foundation school,Local authority maintained schools,Open,01/01/1999,,Primary,3,11,420,395,208,187,21.9,The East Cleveland Co-operative Learning Trust,Not under a federation,,10075249,North East,(England/Wales) Urban city and town,E06000003,460366,514970,1.00E+11
131466,390,Gateshead,2236,Parkhead Community Primary School,Community school,Local authority maintained schools,Open,01/09/1998,,Primary,3,11,406,341,173,168,31.5,,Not under a federation,,10075247,North East,(England/Wales) Urban major conurbation,E08000037,418165,561834,1.00E+11
131519,806,Middlesbrough,2000,Abingdon Primary School,Foundation school,Local authority maintained schools,Open,01/09/1998,,Primary,2,11,525,589,299,290,44.3,,Not under a federation,,10069479,North East,(England/Wales) Urban city and town,E06000002,449995,519840,2.00E+11
131544,392,North Tyneside,7008,Beacon Hill School,Foundation special school,Special schools,Open,01/09/2006,,Not applicable,3,19,120,181,123,58,32.2,The North Tyneside Learning Trust,Not under a federation,,10015921,North East,(England/Wales) Urban major conurbation,E08000022,429832,568110,47076314
131545,840,County Durham,3522,Tanfield Lea Community Primary School,Community school,Local authority maintained schools,Open,01/09/2007,,Primary,3,11,310,318,169,149,19.2,,Not under a federation,,10076709,North East,(England/Wales) Urban city and town,E06000047,418241,554175,10014561882
131629,841,Darlington,1100,Rise Carr College,Pupil referral unit,Local authority maintained schools,Open,11/09/2003,,Not applicable,11,16,,34,19,15,52.9,,Not applicable,,10016666,North East,(England/Wales) Urban city and town,E06000005,428756,516366,1.00E+11
131644,807,Redcar and Cleveland,3396,Chaloner Primary School,Foundation school,Local authority maintained schools,Open,01/09/2006,,Primary,3,11,262,244,120,124,39,The East Cleveland Co-operative Learning Trust,Not under a federation,,10073663,North East,(England/Wales) Urban city and town,E06000003,461172,516652,1.00E+11
131645,807,Redcar and Cleveland,3397,Handale Primary School,Foundation school,Local authority maintained schools,Open,01/09/2006,,Primary,2,11,402,228,124,104,28.2,The East Cleveland Co-operative Learning Trust,Not under a federation,,10069474,North East,(England/Wales) Rural town and fringe,E06000003,471614,518266,10034525264
131886,840,County Durham,2001,Middlestone Moor Primary School,Community school,Local authority maintained schools,Open,01/09/1999,,Primary,2,11,278,289,139,150,28.8,,Not under a federation,,10069470,North East,(England/Wales) Urban city and town,E06000047,425136,533012,2.00E+11
131905,840,County Durham,7000,The Meadows School,Community special school,Special schools,Open,01/09/1999,,Not applicable,11,16,,55,50,5,60,,Not under a federation,,10017089,North East,(England/Wales) Urban city and town,E06000047,424691,533673,1.00E+11
131917,393,South Tyneside,2086,Whitburn Village Primary School,Community school,Local authority maintained schools,Open,01/04/1997,,Primary,3,11,210,232,113,119,12.1,,Supported by a federation,Blue Skies,10073644,North East,(England/Wales) Urban city and town,E08000023,440211,561867,103000856
131919,840,County Durham,3523,Woodhouse Community Primary School,Community school,Local authority maintained schools,Open,01/09/2007,,Primary,2,11,210,236,115,121,59.4,,Not under a federation,,10069468,North East,(England/Wales) Urban city and town,E06000047,420109,527639,2.00E+11
